,Unnamed: 0,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Pied droit
481,258009,"J. Brown, Jordan Brian Brown",23,64,68,2026,258050,181,70,,CDM,,775000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
482,2298,"M. Manhoef, Million Manhoef",22,72,78,2027,258093,179,69,73.0,LM,6.0,3800000,29000,€8M,331.0,,,,,,316.0,,,,,,406.0,,,,,,361.0,,,,,,307.0,,,,,,,166.0,,,,48.0,,,,,,1935.0,418.0,1.0,85.0,63.0,63.0,73.0,57.0,0
483,258075,"F. Andueza, Federico Andueza Velazco",27,68,65,2025,258116,189,80,,CB,,1100000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
484,258096,"S. Prieto, Sebastián Nahuel Prieto",31,69,69,2025,258137,180,73,,LB,,1000000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
485,2300,"Raúl Moro, Raúl Moro Prescoli",21,72,81,2028,258139,168,67,70.0,CAM,11.0,5500000,14000,€0,267.0,,,,,,308.0,,,,,,380.0,,,,,,205.0,,,,,,245.0,,,,,,,78.0,,,,47.0,,,,,,1530.0,334.0,1.0,81.0,55.0,62.0,75.0,27.0,1
486,258105,"M. Rundić, Milan RundićМилан Рундић",32,65,65,2025,258146,188,80,,CB,,475000,9000,,,24.0,33.0,56.0,55.0,23.0,,33.0,23.0,26.0,53.0,60.0,,60.0,62.0,61.0,63.0,69.0,,57.0,74.0,64.0,84.0,25.0,,66.0,64.0,30.0,32.0,52.0,47.0,,67.0,65.0,60.0,,12.0,11.0,13.0,13.0,13.0,,,,,,,,,0
487,258106,"M. Mitaj, Mario MitajΜάριο Μιτάζ",20,67,75,2028,258147,180,71,,LB,,2100000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
488,581,"R. Edwards, Ronnie Lee Edwards",21,66,74,2025,258167,180,76,70.0,CB,12.0,2100000,23000,€5.3M,209.0,,,,,,241.0,,,,,,337.0,,,,,,299.0,,,,,,268.0,,,,,,,208.0,,,,43.0,,,,,,1605.0,354.0,1.0,69.0,35.0,51.0,60.0,69.0,1
489,258127,"J. Oosterwolde, Jayden Quinn Oosterwolde",23,76,83,2027,258168,192,74,,LB,,14500000,36000,,,68.0,31.0,65.0,66.0,36.0,,74.0,62.0,38.0,60.0,72.0,,88.0,90.0,76.0,67.0,65.0,,63.0,79.0,84.0,80.0,41.0,,83.0,73.0,58.0,51.0,41.0,68.0,,77.0,74.0,73.0,,6.0,13.0,14.0,15.0,9.0,,,,,,,,,0
490,258159,"N. Manganelli, Nahuel Manganelli",23,60,67,2025,258200,185,80,,GK,,425000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
491,258168,"I. Suárez, Ignacio Nahuel Suárez Ferreira",22,66,73,2025,258209,178,72,,GK,,1700000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
492,258173,"D. Cornelius, Dean Cornelius",23,62,68,2025,258214,176,74,,RB,,575000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
493,258197,"A. Kol, Ali Yavuz Kol",23,63,70,2026,258238,175,70,,CF,,975000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
494,258266,"S. Buletsa, Serhiy BuletsaБулеца Сергій Анатолійович",25,65,67,2025,258307,172,71,,CAM,,900000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
495,258267,"O. Tymchyk, Oleksandr TymchykТимчик Олександр Васильович",27,73,73,2025,258308,180,67,,RB,,2900000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
496,258269,"A. Berger, Ann-Katrin Berger",33,86,86,2026,258310,180,63,,GK,,110000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
497,1126,"B. Arrey-Mbi, Bright Akwo Arrey-Mbi",21,70,81,2029,258315,187,80,71.0,CB,11.0,3300000,8000,€5.2M,217.0,,,,,,214.0,,,,,,366.0,,,,,,279.0,,,,,,251.0,,,,,,,203.0,,,,50.0,,,,,,1580.0,354.0,1.0,82.0,29.0,47.0,57.0,67.0,0
498,2302,"E. Dinkçi, Eren Sami Dinkçi",22,76,82,2028,258316,188,76,76.0,CAM,6.0,12000000,23000,€0,336.0,,,,,,343.0,,,,,,394.0,,,,,,336.0,,,,,,275.0,,,,,,,77.0,,,,46.0,,,,,,1807.0,389.0,1.0,90.0,72.0,68.0,74.0,31.0,1
499,258287,"Kewin, Kewin Oliveira Silva",29,72,73,2025,258328,189,84,,GK,,1800000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
500,258323,"Ș. Bodișteanu, Ștefan Bodișteanu",21,64,73,2027,258364,180,70,,RM,,1300000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
501,258324,"Pedro Ferreira, Pedro Miguel Dinis Ferreira",26,68,71,2026,258365,183,79,,CDM,,1400000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
502,258330,"Pep Chavarría, Josep María Chavarría Pérez",26,71,74,2027,258371,174,72,,LB,,2300000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
503,258332,"M. Danciu, Marian Danciu",22,62,69,2027,258373,175,68,,RM,,800000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
504,925,"M. Godts, Mika Marcel Godts",19,73,85,2029,258378,176,70,67.0,RM,18.0,7000000,10000,€4.5M,280.0,,,,,,316.0,,,,,,384.0,,,,,,300.0,,,,,,220.0,,,,,,,124.0,,,,53.0,,,,,,1677.0,363.0,1.0,77.0,58.0,61.0,74.0,39.0,1
505,258348,"V. Besuijen, Vicente Andrés Felipe Federico Besuijen",23,65,71,2026,258389,169,62,,CAM,,1100000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
506,1837,"I. Grbić, Ivo Grbić",28,73,73,2025,258390,195,93,75.0,GK,3.0,2200000,27000,€11.4M,77.0,,,,,,101.0,,,,,,187.0,,,,,,227.0,,,,,,112.0,,,,,,,38.0,,,,370.0,,,,,,1112.0,402.0,1.0,76.0,71.0,74.0,76.0,32.0,1
507,258355,"C. Özkacar, Cenk Özkaçar",23,70,75,2025,258396,190,85,,CB,,2200000,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
508,258379,"M. Eșanu, Mihai Alexandru Eșanu",25,56,57,2025,258420,188,75,,GK,,160000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
509,2305,"E. Matazo, Eliot Matazo",22,71,77,2028,258433,170,67,74.0,CAM,7.0,2800000,27000,€0,291.0,,,,,,330.0,,,,,,365.0,,,,,,351.0,,,,,,322.0,,,,,,,209.0,,,,63.0,,,,,,1931.0,413.0,1.0,67.0,59.0,70.0,75.0,68.0,1
510,258398,"O. Camara, Ousmane Camara",21,65,72,2026,258439,197,90,,CB,,1800000,9000,,,40.0,43.0,67.0,65.0,41.0,,56.0,51.0,45.0,62.0,65.0,,35.0,38.0,42.0,59.0,43.0,,62.0,71.0,53.0,88.0,46.0,,64.0,65.0,41.0,59.0,42.0,65.0,,64.0,66.0,56.0,,6.0,13.0,8.0,7.0,5.0,,,,,,,,,1
511,258416,"K. Boma, Kévin Boma",21,68,77,2028,258457,187,73,,CB,,2100000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
512,258423,"L. Lochoshvili, Luka Lochoshviliლუკა ლოჩოშვილი",26,69,74,2025,258464,191,84,,CB,,1800000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
513,258424,"Ž. Rogelj, Žan Rogelj",24,67,70,2027,258465,175,65,,RM,,1400000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
514,258437,"B. Zainutdinov, Bakhtiyor ZaynutdinovЗайнутдинов Бақтияр Батыржанұлы",26,69,70,2027,258478,185,75,,LM,,1600000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
515,258439,"Gabriel Pereira, Gabriel Roberto Pereira",21,65,72,2029,258480,195,80,,GK,,1200000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
516,258448,"C. Terho, Casper Mikael Terho",21,66,77,2025,258489,184,75,,LM,,1900000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
517,258450,"J. Headley, Jaheim Anthony Headley",22,62,71,2027,258491,175,65,,LM,,850000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
518,258476,"A. Norén, Axel Norén",25,66,73,2025,258517,184,80,,CB,,1600000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
519,258488,"V. Daley-Campbell, Vontae Daley-Campbell",23,57,63,2025,258529,183,74,,RB,,240000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
520,258493,"Diego Conde, Diego José Conde Alcolado",25,77,82,2029,258534,188,78,,GK,,12500000,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
521,258509,"A. Azhil, Ayman Azhilأيمن أزهيل",23,66,72,2027,258550,175,67,,CM,,1200000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
522,258515,"S. Mitra, Samik Mitra",23,54,58,2027,258556,185,75,,GK,,120000,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
523,258529,"B. Roux, Baptiste Roux",24,67,74,2026,258570,190,79,,CB,,1900000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
524,258535,"Tere Abelleira, Teresa Abelleira Dueñas",24,81,86,2026,258576,160,59,,CM,,180000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
525,258551,"D. Martin, Dan Martin",22,59,65,2025,258592,176,62,,CDM,,325000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
526,258574,"Zarraga, Oier Zarraga Egaña",25,72,75,2027,258615,175,76,,CAM,,3100000,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
527,258586,"O. Edwards, Owura Nsiah Edwards",23,62,66,2025,258627,168,67,,RM,,575000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
528,258602,"B. Mashigo, Boipelo Mashigo",21,60,70,2025,258643,180,64,,LM,,550000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
529,258629,"B. Bottomley, Ben Bottomley",20,54,62,2024,258670,185,83,,GK,,200000,1000,,,14.0,6.0,11.0,23.0,6.0,,14.0,10.0,10.0,21.0,10.0,,26.0,21.0,26.0,46.0,56.0,,41.0,40.0,26.0,45.0,5.0,,24.0,7.0,4.0,26.0,15.0,39.0,,9.0,12.0,12.0,,54.0,53.0,55.0,52.0,54.0,,,,,,,,,0
530,258630,"L. Ravenhill, Liam Ravenhill",20,56,68,2024,258671,182,77,,CDM,,350000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
531,258651,"J. Boyamba, Joseph Boyamba",27,64,64,2028,258692,172,66,,LM,,625000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
532,258663,"J. Thibaud, Julie Thibaud",26,75,78,2025,258704,167,64,,CB,,45000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
533,258665,"M. Malard, Melvine Malard",24,82,87,2028,258706,171,62,,CAM,,250000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
534,258673,"E. Valeri, Emanuele Valeri",25,73,76,2027,258714,180,78,,LB,,3700000,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
535,258705,"M. Braida, Malcom Nahuel Braida",27,76,76,2026,258746,175,72,,LM,,8000000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
536,258712,"C. Driouech, Couhaib Driouechصهيب دريوش",22,70,78,2029,258753,175,64,,LM,,3600000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
537,582,"L. Sučić, Luka Sučić",21,75,83,2028,258775,185,71,76.0,CAM,9.0,12500000,25000,€16.2M,337.0,,,,,,375.0,,,,,,360.0,,,,,,360.0,,,,,,322.0,,,,,,,141.0,,,,55.0,,,,,,1950.0,412.0,1.0,76.0,73.0,74.0,74.0,49.0,0
538,258735,"C. Barker, Charlie Mel Barker",21,58,67,2027,258776,180,76,,CB,,425000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
539,258736,"A. Demirbağ, Adil Demirbağ",26,66,69,2027,258777,185,78,,CB,,1000000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
540,1128,"I. Zabarnyi, Illia ZabarnyiЗабарний Ілля Борисович",21,77,83,2028,258781,189,80,77.0,CB,7.0,15500000,41000,€22.1M,266.0,,,,,,252.0,,,,,,324.0,,,,,,296.0,,,,,,252.0,,,,,,,228.0,,,,59.0,,,,,,1677.0,362.0,1.0,63.0,36.0,57.0,58.0,76.0,1
541,258746,"C. Trujillo, Cristian Esteban Trujillo Riascos",25,69,74,2028,258787,174,65,,CM,,1900000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
542,258748,"Misa, María Isabel Rodríguez Rivero",24,82,88,2026,258789,173,66,,GK,,230000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
543,258749,"G. Theocharis, Georgios TheocharisΓεώργιος Θεοχάρης",21,59,69,2025,258790,189,95,,GK,,450000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
544,258765,"P. Komposch, Paul Komposch",23,65,72,2025,258806,187,78,,CB,,1300000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
545,258772,"T. Wolff, Tyler David Wolff",21,65,75,2026,258813,175,70,,RM,,1600000,5000,,,62.0,57.0,40.0,72.0,42.0,,68.0,58.0,32.0,69.0,68.0,,72.0,74.0,65.0,52.0,75.0,,54.0,59.0,62.0,67.0,51.0,,32.0,50.0,60.0,65.0,55.0,55.0,,48.0,42.0,34.0,,14.0,7.0,12.0,10.0,6.0,,,,,,,,,1
546,1462,"G. Koutsias, Georgios KoutsiasΓεώργιος Κούτσιας",20,65,78,2025,258834,178,66,66.0,CF,17.0,1700000,5000,€3.1M,261.0,,,,,,245.0,,,,,,365.0,,,,,,326.0,,,,,,258.0,,,,,,,57.0,,,,44.0,,,,,,1556.0,341.0,1.0,86.0,64.0,43.0,62.0,22.0,1
547,258803,"N. Sansotre, Pedro Nicolás Sansotre",30,63,63,2024,258844,182,75,,RB,,425000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
548,258805,"A. Álvarez, Agustín Álvarez Martínez",23,71,77,2025,258846,177,75,,CF,,3000000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
549,258823,"S. Drljača, Stefan Drljača",25,66,71,2027,258864,192,89,,GK,,1000000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
550,258833,"I. Fofana, Ibrahima Breze Fofana",21,66,79,2026,258874,182,70,,CDM,,1100000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
551,258851,"O. Blomberg, Ole Didrik Blomberg",24,66,71,2028,258892,177,71,,RM,,1300000,5000,,,61.0,59.0,53.0,64.0,49.0,,66.0,60.0,48.0,56.0,67.0,,77.0,75.0,73.0,66.0,73.0,,55.0,70.0,78.0,65.0,53.0,,67.0,58.0,66.0,62.0,48.0,66.0,,58.0,61.0,59.0,,9.0,5.0,6.0,7.0,5.0,,,,,,,,,1
552,258857,"G. Bayrakdar, Gökdeniz Bayrakdar",22,68,74,2027,258898,181,74,,CF,,2800000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
553,258869,"F. Bianchini, Florian Bianchini",23,67,73,2028,258910,182,70,,RW,,1400000,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
554,2308,"Marvin, Marvin Olawale Akinlabi Park",24,71,76,2028,258922,177,65,73.0,RM,5.0,2800000,16000,€0,290.0,,,,,,316.0,,,,,,385.0,,,,,,327.0,,,,,,315.0,,,,,,,183.0,,,,59.0,,,,,,1875.0,418.0,1.0,88.0,61.0,66.0,72.0,60.0,1
555,258883,"Joël Monteiro, Joël Almada Monteiro",24,72,75,2026,258924,191,81,,CF,,3200000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
556,1313,"Aimar Oroz, Aimar Oroz Huarte",22,76,82,2029,258937,177,72,77.0,CAM,8.0,12000000,27000,€28.8M,339.0,,,,,,349.0,,,,,,342.0,,,,,,358.0,,,,,,333.0,,,,,,,162.0,,,,44.0,,,,,,1927.0,411.0,1.0,68.0,74.0,71.0,75.0,58.0,1
557,258908,"Jofre, Jofre Carreras Pagès",23,73,77,2029,258949,175,70,,RM,,4400000,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
558,258911,"I. Al Barakah, Ibrahim Ali Al-Barakahإبراهيم البركة",26,56,59,2024,258952,185,68,,CDM,,170000,3000,,,52.0,31.0,44.0,60.0,33.0,,48.0,41.0,32.0,57.0,59.0,,57.0,56.0,54.0,52.0,62.0,,45.0,48.0,44.0,58.0,33.0,,64.0,55.0,32.0,47.0,50.0,48.0,,53.0,55.0,53.0,,7.0,7.0,14.0,15.0,9.0,,,,,,,,,1
559,258912,"I. Niskanen, Ilmari Niskanen",26,63,63,2026,258953,177,78,,RM,,525000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
560,258928,"C. Jones, Callum Graham Jones",23,61,68,2025,258969,178,80,,CM,,625000,20000,,,52.0,53.0,42.0,63.0,38.0,,63.0,47.0,63.0,62.0,62.0,,64.0,62.0,62.0,59.0,75.0,,61.0,53.0,62.0,62.0,54.0,,62.0,57.0,55.0,61.0,59.0,57.0,,60.0,60.0,55.0,,9.0,11.0,8.0,7.0,8.0,,,,,,,,,1
561,224,"F. Parisi, Fabiano Parisi",23,74,79,2028,258976,178,72,78.0,LB,9.0,8000000,33000,€42.8M,326.0,,,,,,368.0,,,,,,390.0,,,,,,378.0,,,,,,326.0,,,,,,,224.0,,,,54.0,,,,,,2066.0,441.0,1.0,80.0,67.0,70.0,77.0,72.0,0
562,259025,"F. Boyomo, Flavien Enzo Thiedort Boyomo",22,76,84,2029,259066,181,86,,CB,,15500000,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
563,259041,"J. Lawrence, Jamie Lawrence",21,69,75,2026,259082,201,84,,CB,,2000000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
564,259066,"A. Adorante, Andrea Adorante",24,68,73,2027,259107,184,70,,CF,,1800000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
565,259079,"J. Mingi, Jade Jay Mingi",23,61,68,2027,259120,185,69,,CAM,,650000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
566,259090,"J. Trenskow, Jacob Bennedsen Trenskow",23,67,73,2028,259131,178,64,,CAM,,1600000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
567,259096,"D. Murgaonkar, Devendra Dhaku Murgaokar",25,54,54,2028,259137,167,63,,CF,,120000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
568,259109,"A. Ndiaye, Abdoulaye Niakhate Ndiaye",22,72,81,2025,259150,185,75,,CB,,4900000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
569,259123,"K. Alıcı, Kerim Alıcı",27,64,65,2026,259164,183,73,,RB,,625000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
570,1469,"E. Green, Etienne Green",23,68,74,2027,259166,192,78,69.0,GK,6.0,1500000,19000,€3.6M,64.0,,,,,,74.0,,,,,,178.0,,,,,,231.0,,,,,,77.0,,,,,,,33.0,,,,349.0,,,,,,1006.0,375.0,1.0,70.0,68.0,72.0,71.0,26.0,1
571,2312,"M. Al Tamari, Mousa Mohammad Mousa Sulaiman Al-Tamariموسى محمد موسى سليمان",27,75,75,2028,259191,178,75,76.0,LW,1.0,6000000,36000,€13.5M,312.0,66.0,71.0,39.0,71.0,65.0,344.0,80.0,74.0,58.0,55.0,77.0,427.0,88.0,90.0,93.0,70.0,88.0,313.0,68.0,66.0,66.0,62.0,68.0,324.0,63.0,54.0,73.0,72.0,62.0,78.0,100.0,25.0,41.0,34.0,43.0,11.0,6.0,12.0,7.0,7.0,1863.0,401.0,1.0,89.0,69.0,67.0,80.0,38.0,0
572,271,"N. Jackson, Nicolas Jackson",23,81,85,2033,259197,187,78,79.0,CF,7.0,37500000,120000,€45.2M,359.0,,,,,,319.0,,,,,,377.0,,,,,,388.0,,,,,,297.0,,,,,,,113.0,,,,45.0,,,,,,1898.0,412.0,1.0,80.0,77.0,63.0,78.0,42.0,1
573,259177,"A. D'Silva, Aaren D'Silva",26,53,53,2025,259218,185,80,,CF,,100000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
574,259185,"F. Goddard, Felix Benjamin Goddard",20,53,65,2025,259226,180,65,,GK,,200000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
575,259208,"C. Clark, Caden Christopher Clark",21,67,78,2025,259249,180,68,,CAM,,2300000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
576,259209,"B. McCormack, Ben McCormack",21,58,63,2025,259250,180,62,,CAM,,325000,2000,,,57.0,56.0,56.0,59.0,44.0,,58.0,58.0,55.0,55.0,56.0,,68.0,68.0,75.0,50.0,74.0,,53.0,58.0,57.0,51.0,44.0,,46.0,44.0,60.0,59.0,50.0,60.0,,42.0,51.0,50.0,,6.0,8.0,14.0,13.0,8.0,,,,,,,,,1
577,259228,"F. Cabral, Favio Benjamín Cabral",23,60,65,2025,259269,187,70,,CF,,500000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
578,259234,"P. Palacio, Pablo Agustín Palacio Abaca",24,61,67,2025,259275,180,75,,RM,,525000,7000,,,57.0,53.0,45.0,55.0,53.0,,65.0,47.0,51.0,53.0,61.0,,77.0,75.0,67.0,51.0,67.0,,61.0,61.0,65.0,56.0,55.0,,37.0,29.0,53.0,57.0,53.0,53.0,,33.0,25.0,37.0,,14.0,9.0,12.0,13.0,5.0,,,,,,,,,1
579,259249,"I. Jagne, Seedy Muhammed Ali Jagne",20,65,77,2027,259290,184,76,,CAM,,1400000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
580,259255,"N. Rossi, Jonathan Nicolás Rossi Acuña",26,68,73,2024,259296,186,77,,GK,,1400000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
581,259257,"M. Falcón, Maximiliano Joel Falcón Picart",27,70,70,2028,259298,179,80,,CB,,1500000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
582,259259,"A. Quinn, Andrew Quinn",22,57,61,2025,259300,188,76,,CB,,220000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
583,1846,"F. Rieder, Fabian Rieder",22,74,82,2025,259306,179,74,76.0,CAM,8.0,9500000,30000,€20M,279.0,54.0,70.0,38.0,75.0,42.0,372.0,74.0,75.0,74.0,74.0,75.0,386.0,75.0,72.0,80.0,67.0,82.0,343.0,73.0,58.0,80.0,59.0,73.0,319.0,53.0,54.0,69.0,79.0,64.0,74.0,157.0,45.0,59.0,53.0,58.0,13.0,9.0,12.0,13.0,11.0,1914.0,403.0,1.0,74.0,69.0,71.0,75.0,51.0,0
584,232,"M. Gusto, Malo Gusto",21,80,85,2030,259307,178,74,79.0,RB,8.0,30000000,81000,€62M,304.0,81.0,40.0,55.0,77.0,50.0,339.0,80.0,77.0,50.0,70.0,78.0,400.0,87.0,88.0,84.0,76.0,83.0,338.0,65.0,76.0,87.0,70.0,50.0,333.0,76.0,76.0,75.0,76.0,47.0,76.0,219.0,75.0,79.0,77.0,49.0,10.0,6.0,14.0,8.0,11.0,1982.0,430.0,1.0,87.0,49.0,72.0,77.0,70.0,1
